,Donor ID,Project ID,Donation Amount,Donor City,Project Title,Project Type,Project Resource Category,Project Subject Category Tree,Project Subject Subcategory Tree
3740347,11157d3ec72cdeb2cbe556ecc4ed30a0,500cba0fc1433a3cbf8ace31a33a915e,10.0,Oakland,Robots to Enrich Our Classroom!,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
3740380,8b65997b43ee2cb09759614ee1232e07,500e936a44576acb23e1ab2e096dd693,15.0,Oakland,An Easel That Does It All!,Teacher-Led,Supplies,Literacy & Language,"Literacy, Literature & Writing"
3740812,2992e0783cd0b3aec5ec181737121afa,502b0ac88dcdb4cf3a3ef9ac36513d76,50.0,Oakland,Tech Takeover,Teacher-Led,Computers & Tablets,Math & Science,"Applied Sciences, Mathematics"
3741111,9c7088fea22847f50fb043d9f1c6a884,50407af784defa469327ca80f42da21f,207.11,Oakland,"Lights, Camera, Action: Videography Equipment for Video Production Unit",Teacher-Led,Instructional Technology,"Applied Learning, Music & The Arts","Other, Visual Arts"
3741112,9c7088fea22847f50fb043d9f1c6a884,7b792765fcfebd80d16917900655b2c6,698.8199999999999,Oakland,Compute It Yourself: Raspberry Pis for Technology Hungry Scholars,Teacher-Led,Technology,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
3741113,9c7088fea22847f50fb043d9f1c6a884,9bbf53eb67005885326ad05fd424a748,480.65,Oakland,Compute It Yourself: Extra Materials for Physical Computing Unit,Teacher-Led,Technology,Math & Science,Applied Sciences
3741114,9c7088fea22847f50fb043d9f1c6a884,c59638a1af0c52bdb41c03fe4e611bb8,201.36,Oakland,Additional Materials for Raspberry Pi Hungry Students,Teacher-Led,Technology,Math & Science,Applied Sciences
3741115,9c7088fea22847f50fb043d9f1c6a884,eb2e842e1da0590c847d7478a8b1a6e6,175.4,Oakland,Inspiring Posters For The New Year,Teacher-Led,Supplies,Math & Science,Mathematics
3741116,9c7088fea22847f50fb043d9f1c6a884,f49cece0fb571cb0efe21c03f9408148,463.15,Oakland,Additional Materials for Raspberry Pi Hungry Students,Teacher-Led,Technology,Math & Science,Applied Sciences
3742657,650099784bfed1e8c8445d68609f1e99,d175022c93bc4eb8bd85fd78f62a9828,50.0,Oakland,Outdoor Education Explorers! ,Teacher-Led,Trips,Math & Science,Environmental Science
3742667,9c97789fd2ec51c781c349ebb1c87da3,d175022c93bc4eb8bd85fd78f62a9828,50.0,Oakland,Outdoor Education Explorers! ,Teacher-Led,Trips,Math & Science,Environmental Science
3742668,f394ea8eb134cec02133910bf5d3fe2b,d175022c93bc4eb8bd85fd78f62a9828,25.0,Oakland,Outdoor Education Explorers! ,Teacher-Led,Trips,Math & Science,Environmental Science
3742779,d594d80e68291701b6c6b70de15f066a,50a28fc9d14b2c2684a34a523cade23b,50.0,Oakland,Wobble While You Learn,Teacher-Led,Supplies,Literacy & Language,"Literacy, Literature & Writing"
3742968,6a0225d76497c2804a885896f791b3b3,c98f011a9a0d43593e41ab5b5d2a210f,50.0,Oakland,"Flexible Seating, Please",Teacher-Led,Supplies,Special Needs,Special Needs
3742969,6a0225d76497c2804a885896f791b3b3,6c7e16651c96888cf1e355855347b1c4,75.0,Oakland,We Love Flexible Seating!,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
3742970,1eb4ea49f4bd1f81b02c88740a21d1c9,6c7e16651c96888cf1e355855347b1c4,50.0,Oakland,We Love Flexible Seating!,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
3742971,77701bb8c76e86f7e2688a1248df74f1,6c7e16651c96888cf1e355855347b1c4,75.0,Oakland,We Love Flexible Seating!,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
3742973,9896499229ed8661b3131a610db55c1c,6c7e16651c96888cf1e355855347b1c4,25.0,Oakland,We Love Flexible Seating!,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
3742974,b5a333c3e9d7a12a76082fc984996070,6c7e16651c96888cf1e355855347b1c4,143.65,Oakland,We Love Flexible Seating!,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
3743451,555f4e179477821c4b9cec45e80e389d,cf4ee00ee64bcc2ee604eda59aab12e7,394.0,Oakland,Organization and Accessibility for My Special Education Math Class,Teacher-Led,Supplies,"Math & Science, Special Needs","Mathematics, Special Needs"
3744449,2fed728727725f6e9fd5af6c62ce0249,50fe20da1e7ba5ad920decec398e1651,125.0,Oakland,Book Boxes Make Happy Readers,Teacher-Led,Supplies,Literacy & Language,Literacy
3744604,5547a7dd11626c12d2391ee855ebab2e,5107dcae92d200121926e795d04a6970,72.0,Oakland,Tools To Create a Blended Learning Environment,Teacher-Led,Technology,Math & Science,Applied Sciences
3744606,dd0237d8b56e1b6f0873469a18d1d5a8,5107dcae92d200121926e795d04a6970,100.0,Oakland,Tools To Create a Blended Learning Environment,Teacher-Led,Technology,Math & Science,Applied Sciences
3744608,dd0237d8b56e1b6f0873469a18d1d5a8,f7555b75df3a4a8bf062bd989ae59258,100.39,Oakland,Tools to Create a Blended Learning Environment,Teacher-Led,Technology,Math & Science,Applied Sciences
3745542,2670788e85905fcef9693dd96d7512a9,f1c4ab58d06ffd968a8e983b2043889e,168.0,Oakland,Chromebooks to the Rescue!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3745547,81ca57fe980604ea59977cccd02703a1,f1c4ab58d06ffd968a8e983b2043889e,200.0,Oakland,Chromebooks to the Rescue!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3746186,18eeb74e053a3c57586f796eaf482930,a8c67f5ec7c20efccf4a044a6b50b580,100.0,Oakland,Tapping The Future,Teacher-Led,Other,Music & The Arts,Performing Arts
3746370,a357680a47fe18dff916a17a7c292907,516f4d8c83b29efbe2b74f4d80fc8b61,119.43,Oakland,Command P to Print (STEM Academy),Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
3747587,6013902363f54f0177870014c76dfe78,f098b20c0be58dd33b1e18193558b9ac,100.0,Oakland,Young Readers Need A Bigger Library!,Teacher-Led,Books,Literacy & Language,Literacy
3747878,1f23a79933e626557624e8ec689a40e6,c96b5ec1bf56e7f96e1e63a30e13c45f,450.0,Oakland,Sensory Aides for Brain Breaks and Better Learning!,Teacher-Led,Supplies,Special Needs,Special Needs
3747879,bf9f54779039c52b4cfb3c11895c2275,c96b5ec1bf56e7f96e1e63a30e13c45f,50.0,Oakland,Sensory Aides for Brain Breaks and Better Learning!,Teacher-Led,Supplies,Special Needs,Special Needs
3747964,d0ee02af77b88d262785d4d895213606,96162240b7a347fda740aa94f32763e3,29.0,Oakland,Help Second Graders Read To Succeed!,Teacher-Led,Books,Literacy & Language,Literacy
3748556,0594a1334b1f48cfc9f9ff668b5ac33c,e1b6a0d2221407219acfaa17510109f4,25.0,Oakland,Digital Reading Library for Mr. S's Resource Students,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
3748631,64519a26183d4ae7f684edde8ce4a748,51ef332528cba0fde6c1103d30911569,85.89,Oakland,Getting Ready for Common Core,Teacher-Led,Books,Literacy & Language,"ESL, Literacy"
3748795,97c209e0454d8c06a8f515ea4b393dd6,9306e74467cc372b9dec9cf6501548aa,50.0,Oakland,5th Grade Math in 3D!,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
3749121,0b8ea1f9836ed13ee36f602b9a558680,520e124de995d0c3f2709b478888b19e,300.0,Oakland,"Books, Books, Books - That'll Make You Look, Look, Look!",Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
3749124,e828234d82c6a3bd55807c69c40b8c9c,520e124de995d0c3f2709b478888b19e,200.0,Oakland,"Books, Books, Books - That'll Make You Look, Look, Look!",Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
3749125,0b8ea1f9836ed13ee36f602b9a558680,a4075cc7104bd45fb2833602e3fc70a9,300.0,Oakland,,,,,
3749126,81fa6f6d3570046998f08736c84acab3,a4075cc7104bd45fb2833602e3fc70a9,25.0,Oakland,,,,,
3749320,241079ec35a8a227c8499baf528457cc,521825b330d76cb2c8e042a7e26d3005,50.0,Oakland,Our Dream Library,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
3750751,4ae0291e814009ccd78945eab15c8ca4,69bb6e5b4ffa3ff30cc7f26831b7d1c7,10.0,Oakland,Using Picture Books to Teach Reading Strategies,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
3751057,b9c63eede22092a168dd7f970ee37ac4,528e601a4f354f594ec2d92dc3de297f,251.0,Oakland,"Hands-On Learning, the Best Learning!",Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
3751254,99ffc802791c9530b0239afaa58ab8cc,598c1d5f7999d45a0c3467d36d302c6b,25.0,Oakland,Make Reading Come Alive With Music!,Teacher-Led,Books,Music & The Arts,Music
3751610,391658fb37caa834ee2a28d233c338a5,52ad4fc700d66c5cc7b8b81916ad1e99,200.0,Oakland,Inclusiveness and Stability For All!!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3751615,bb7dd576e8bb616c8141e5532edcd928,52ad4fc700d66c5cc7b8b81916ad1e99,150.0,Oakland,Inclusiveness and Stability For All!!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3751773,b86e4ea4764c1632593967e1c44b5a46,52b42ee682342b27adfb045cd9f53ca1,100.0,Oakland,Kindergarteners Have Kindles! Help Us Protect Them!,Teacher-Led,Computers & Tablets,"Applied Learning, Literacy & Language","Early Development, Literacy"
3752909,1ccde91ec517191a2206466e22a26f3a,892f751b48b09a6b0c538460b5ee70d7,75.0,Oakland,Future Scientists in Need,Teacher-Led,Supplies,"Applied Learning, Math & Science","Early Development, Environmental Science"
3753129,a0c7f56b74ab6a80b8b602b8f46262a8,c0dbafeb093abbb7d977094167a65c50,100.0,Oakland,Flexible Seating Meets Fire Safety,Teacher-Led,Supplies,Special Needs,Special Needs
3754968,1be599a1387a1635db89be8e24ac71ac,f39c84f351269885f87cb4496ab81b9d,50.0,Oakland,,,,,
3755600,ba770d776f3886d1b1edc360331a0413,867b3b09d485189e014a209841e829e6,40.0,Oakland,MP3 for Me!,Teacher-Led,Technology,Literacy & Language,Literacy
3755825,5fb7ccfadd5a1ad64d3c83d527e92d37,9c72da75668ac8a85c6629270bcffb63,25.0,Oakland,Stem Kits for Building Innovative Thinkers,Teacher-Led,Supplies,Math & Science,"Applied Sciences, Mathematics"
3755827,5fb7ccfadd5a1ad64d3c83d527e92d37,c5120a73010bd724a150d2d58676557e,20.0,Oakland,Building Skills and Friendships in Kindergarten,Teacher-Led,Supplies,Special Needs,Special Needs
3756512,61b47ce177a458aa6e647b41df27fc82,9a79806d958cd59274cc9ef528e6ce93,15.0,Oakland,Photo Gallery for Digital Photographers,Teacher-Led,Supplies,Music & The Arts,Visual Arts
3756513,9ea010b69fd6e79a6fd160a92cfc22e5,9a79806d958cd59274cc9ef528e6ce93,25.0,Oakland,Photo Gallery for Digital Photographers,Teacher-Led,Supplies,Music & The Arts,Visual Arts
3758427,6ea66d7b47bb44bb9a5ca598a8b6140d,ab26e4f5b8310bbd454e1c5d0ead480e,25.0,Oakland,Creative Students Need Some Tables ,Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literature & Writing, Performing Arts"
3759540,3f4ff3de3aba595f5138525e24f25900,f481190ef778a801f4e0a90039e32c2c,70.14,Oakland,Move IT and Make IT-Healthy choices for life.,Teacher-Led,Technology,"Math & Science, Health & Sports","Health & Life Science, Health & Wellness"
3760260,e0bb9e4fe64fc57c31d70718559bcad2,9763a5d4260d6aa2e47b0822310240ce,487.11,Oakland,"Imagine, Explore, Create With Hands-on Makerspace Activities!",Teacher-Led,Art Supplies,"Literacy & Language, Special Needs","Literacy, Special Needs"
3760405,5391ab5a25edaa1018e4c3fc97066446,54c6546e73be13b16d0b10701d92f83c,259.5,Oakland,Comfy And Clean Seating Needed For Students Seeking Safety!,Teacher-Led,Other,Health & Sports,Health & Wellness
3760406,5391ab5a25edaa1018e4c3fc97066446,5b8fb3e237f591a0a9477be32e9d6776,255.0,Oakland,"Celebrate, Graduate, and Liberate!",Teacher-Led,"Food, Clothing & Hygiene","Applied Learning, Health & Sports","Extracurricular, Health & Wellness"
3760408,5391ab5a25edaa1018e4c3fc97066446,f9da3629c655f0d59d7a8bc0421253df,182.0,Oakland,Healing Trauma in Public Schools one Cup of Tea at a Time...,Teacher-Led,Other,Health & Sports,Health & Wellness
3762289,e387d8b13785e636096f9ccd0b5e1a9d,553665b1c71360d36a84ff9b91ab8453,30.0,Oakland,Quadcopter for Engineering/Robotics Class,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, Other"
3762290,e387d8b13785e636096f9ccd0b5e1a9d,c4bdb7be096ad6b2bf584e79850617cb,50.0,Oakland,Equipment for Engineering Class,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
3762331,791df742c91e2e2a9febd78b25fc4e33,fcfde8c9b3ab56aecf54d6bbb918a736,50.0,Oakland,Dictionaries to Learn,Teacher-Led,Books,Literacy & Language,"ESL, Foreign Languages"
3762462,7e53225d1f5d14a6cf9b7dc3ef67cc00,a9ad0eb86af5857f75e36a2172ca5fee,25.0,Oakland,Headphones for Reading Program,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
3763025,b790baefdb30088209732babeabf38c5,fd06143c7ad6c89a71d69de4766ba6a0,75.0,Oakland,Read to Succeed (2),Teacher-Led,Technology,Literacy & Language,Literature & Writing
3763085,2936a2de01faebe08dcd91a697661168,d1eb25bbecdc6440d15da4ad94ab4940,20.0,Oakland,Footloose and Fancy-Free Fifth Graders Looking For Fidget-Freeing Seating,Teacher-Led,"Reading Nooks, Desks & Storage","Health & Sports, Special Needs","Health & Wellness, Special Needs"
3764142,895a5e80b77bc43838eedbcc3cb09671,5f1fa2b88b3bc0499dce8cab3cc4787b,250.0,Oakland,With Organization Comes Empowerment!,Teacher-Led,Other,"Literacy & Language, Special Needs","Literacy, Special Needs"
3764235,f28352457cf3959891ef748ba0b3779d,55bded93056864ac91452c66bef86d48,25.0,Oakland,School Bicycle Workshop,Teacher-Led,Supplies,"Applied Learning, Health & Sports","Extracurricular, Team Sports"
3764791,fbd9f6c1f863810421a04834eaa5ec05,97ea1c04fd74fd0494449792d3164e7f,50.0,Oakland,Help Brighten The Day For Students In A Juvenile Jail,Teacher-Led,Supplies,Applied Learning,"Character Education, Other"
3765554,d37753062981885615db840f9fac9550,98182abd9eeac5cef97621cb7e1dedfe,325.0,Oakland,Go (Kindergarten) Team!,Teacher-Led,Supplies,Health & Sports,"Gym & Fitness, Team Sports"
3765747,486c1b8c100114a10c30d14b6d81acd7,562900b00186ac55d13a6d0e9ca50dd6,50.0,Oakland,Empowering Entrepreneurship and Enabling Innovation ,Teacher-Led,Supplies,Math & Science,"Health & Life Science, Mathematics"
3766134,cf13c9813d4b488c0935841703acc110,62b59df1edae79e99ec253138a861536,812.79,Oakland,A Welcomed Remedy for Homework Help!,Teacher-Led,Technology,Math & Science,Mathematics
3766135,cf13c9813d4b488c0935841703acc110,e270ace0d93cc9051a2b2c6dc7713fcb,50.0,Oakland,Our Classroom Needs Some Love!,Teacher-Led,Supplies,Literacy & Language,Literature & Writing
3766136,cf13c9813d4b488c0935841703acc110,fdd62e0f80c81650b93a59259276a65a,100.0,Oakland,Infrared Thermometers for Middle School Architects!,Teacher-Led,Technology,Math & Science,"Environmental Science, Mathematics"
3766137,dd8db5520e4b0bbb59f2bf9c8d0a722c,fdd62e0f80c81650b93a59259276a65a,78.05000000000001,Oakland,Infrared Thermometers for Middle School Architects!,Teacher-Led,Technology,Math & Science,"Environmental Science, Mathematics"
3766399,417ec0240ddf1fe7a4ebc12c0d70735d,9f3284114fef3fe3f821acfec44263e6,193.0,Oakland,Let's Talk Math!,Teacher-Led,Technology,"Literacy & Language, Math & Science","ESL, Mathematics"
3766403,417ec0240ddf1fe7a4ebc12c0d70735d,ae06733af2be1bd1df30f59b24236667,177.76,Oakland,ELD + Technology = Highly Engaged Language Learning!,Teacher-Led,Technology,Literacy & Language,ESL
3766804,19ce1260f3005f5daab379db90919610,56763543debbec3ab6a33c1573e3f439,275.0,Oakland,Technology Literacy for Room 18,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
3766805,4f1537b88041ce3fb9da12b1182edfb7,56763543debbec3ab6a33c1573e3f439,280.98,Oakland,Technology Literacy for Room 18,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
3766806,19ce1260f3005f5daab379db90919610,e0c2dbea90dd01ba4e3cedee9be5a263,400.0,Oakland,More Chromebooks for Our Room!,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literacy, Special Needs"
3768278,1a4cb18a80e699c10f7e3223b2bc45d6,b184accf6aefe30f91d2f1e3d6ef532d,25.0,Oakland,Oh! The Things We'll Learn with Literacy and Math Centers,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literacy, Mathematics"
3768282,765f4655422c8405d3b4d0e9d6ef3708,b184accf6aefe30f91d2f1e3d6ef532d,99.0,Oakland,Oh! The Things We'll Learn with Literacy and Math Centers,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literacy, Mathematics"
3768600,2febf4a7ec9f5ee8f8f2af8a42bb32be,9479ba614e5ef3c08bd52d1b1e3c30c0,50.0,Oakland,Class Projector,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3769127,7ba0f605844a52d091ff14c57d7e7b74,b99c0c8348ca023fd6788549ade1b077,25.0,Oakland,Fostering Growth Mindset with Mentor Texts,Teacher-Led,Books,"Applied Learning, Literacy & Language","Character Education, Literacy"
3769997,c8e8cfadbeb810922ce0f2516f288d23,9464d716478e14384b6f0a818d43fb4b,25.0,Oakland,Tools For Success!,Teacher-Led,Supplies,Special Needs,Special Needs
3770277,a53b644368d0966001f9e51a24e49105,b19396b1ccfa4da9176867094a64dae9,50.0,Oakland,Standing Desks for Active Learning!,Teacher-Led,Supplies,"Health & Sports, Literacy & Language","Health & Wellness, Literacy"
3771309,a3a24a868d1852d1eb83892557100f38,ccf0cc2547ad0b6dbd1edb5168051bfd,100.0,Oakland,Reading Our Way To Peace,Teacher-Led,Books,"Applied Learning, Literacy & Language","Character Education, Literacy"
3772569,2add21c242309651c2074653eea254c9,cb35a48f4beefc7b3e8944dfb98887f5,29.56,Oakland,"Spanish Speakers, Recording Voices",Teacher-Led,Technology,Literacy & Language,Foreign Languages
3772583,050ee75beacd8db64f6625feebf3d21e,b74474c60e31ab934c2b02fb4c732581,540.0,Oakland,Creating An Organized and Enriched Learning Center,Teacher-Led,Supplies,"Math & Science, Special Needs","Mathematics, Special Needs"
3772623,4564cce054634e4faf5539efc77f94de,e1ef52a3145005b71ca965edcbdf314a,25.0,Oakland,Orff To A Good Start,Teacher-Led,Supplies,Music & The Arts,Music
3772757,cb3fd338ab2697ecfe2d3c1dcde839d9,57f071580ad164e9f166dd6e5db43ddc,176.0,Oakland,Young Artists Want to Explore Color and Light.,Teacher-Led,Art Supplies,Music & The Arts,Visual Arts
3772758,cb3fd338ab2697ecfe2d3c1dcde839d9,5ab01dfcc70f770173d230ca5e493a86,336.58,Oakland,Fix Our Kiln! Beautiful Ceramics Need a Touch of Fire. ,Teacher-Led,Classroom Basics,"Math & Science, Music & The Arts","Applied Sciences, Visual Arts"
3773100,d45d4c6bfac65c1cd118e721e0708cd0,b634fe3f4e9b7d8cb96f41f1e760c661,261.76,Oakland,Coding Music:Changing Lives Through Passion,Teacher-Led,Instructional Technology,"Math & Science, Music & The Arts","Applied Sciences, Music"
3773101,d45d4c6bfac65c1cd118e721e0708cd0,ef4198f2068ac26b8a0bbf538d60f617,322.0,Oakland,Coding MusicChanging Lives Through Passion,Teacher-Led,Computers & Tablets,"Math & Science, Music & The Arts","Applied Sciences, Music"
3773102,917f408e509539add59a738ccd4ba3ff,ef4198f2068ac26b8a0bbf538d60f617,117.41,Oakland,Coding MusicChanging Lives Through Passion,Teacher-Led,Computers & Tablets,"Math & Science, Music & The Arts","Applied Sciences, Music"
3774594,213a811f46536dd5ace9fa997ca2625f,98cef589fd163c4c2408592b48a4e998,10.0,Oakland,"Books Written, Illustrated, and Built by Students",Teacher-Led,Art Supplies,"Literacy & Language, Music & The Arts","ESL, Visual Arts"
3774596,74d07ef19d7510970fbeab68476c0ed2,98cef589fd163c4c2408592b48a4e998,50.0,Oakland,"Books Written, Illustrated, and Built by Students",Teacher-Led,Art Supplies,"Literacy & Language, Music & The Arts","ESL, Visual Arts"
3774597,213a811f46536dd5ace9fa997ca2625f,ef865f0013fd323dcac9a9c1b7bfa1f8,100.0,Oakland,Give Recently Arrived Immigrants Tablets To Support Literacy,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
3774598,cddc917f7d51d06cd5e6c6d6553ae5bf,ef865f0013fd323dcac9a9c1b7bfa1f8,169.11,Oakland,Give Recently Arrived Immigrants Tablets To Support Literacy,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
3775554,6d13a94e10ea111444243a2c89d09901,589929bda6bf1587ad6a33614b165a4a,728.6800000000001,Oakland,Bilingual Basics!,Teacher-Led,Books,Literacy & Language,"Foreign Languages, Literacy"
3775764,4a9b5053ecb8ebcdb1154fa727f168a5,58a3a62130d1b5870cf8b6738e993897,210.0,Oakland,Planners for Student Success,Teacher-Led,Supplies,Applied Learning,College & Career Prep
3775767,4a9b5053ecb8ebcdb1154fa727f168a5,dc9b7207b8466726203c6e27611ec3f5,50.0,Oakland,Headphones for Project-Based Learning,Teacher-Led,Instructional Technology,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
3775769,7b1873d34ebf2e29e4692da624d3299d,dc9b7207b8466726203c6e27611ec3f5,116.22,Oakland,Headphones for Project-Based Learning,Teacher-Led,Instructional Technology,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
3776083,e84f54d6dec7d5f12c06708fdf59a0a0,58b6754f631d232fb4d8b1bcfc116a2b,79.0,Oakland,Think writing's hard? Try teaching it!,Professional Development,Trips,Literacy & Language,"ESL, Literature & Writing"
3776509,56bf1a4e1f73c440511a59cb657089bf,ef43f6daa84ce21d1cced7d6c10d5569,10.0,Oakland,Imaginative Writing- Generating Writing Ideas,Teacher-Led,Supplies,Literacy & Language,Literature & Writing
3777627,7cb2672089d3af5ee41afdd947df52f5,59177a559d95ca7fb73d43b13bc04e14,200.0,Oakland,Growing Our Genius One Click At A Time,Teacher-Led,Technology,Math & Science,"Health & Life Science, Mathematics"
3777720,687829227dcc441b8969850da72c3f2a,591e49df9bbd5a4381f79362b29ac41f,77.64,Oakland,First Year Teacher!,Teacher-Led,Supplies,Math & Science,Mathematics
3777721,6ccd20b894e3f40dbc4c83a70f38b966,591e49df9bbd5a4381f79362b29ac41f,20.0,Oakland,First Year Teacher!,Teacher-Led,Supplies,Math & Science,Mathematics
3777724,c15681e2fe7e975e6c5de371ef2db8b5,591e49df9bbd5a4381f79362b29ac41f,25.0,Oakland,First Year Teacher!,Teacher-Led,Supplies,Math & Science,Mathematics
3778741,723e4b779368a398c7325b3b187cd6c1,afeea32bfab9156e0650ed4b6562c6bb,20.0,Oakland,Open Mic,Teacher-Led,Technology,Literacy & Language,"Literacy, Literature & Writing"
3778742,8666ec99174bd60144c4e8bccc665fbc,afeea32bfab9156e0650ed4b6562c6bb,35.0,Oakland,Open Mic,Teacher-Led,Technology,Literacy & Language,"Literacy, Literature & Writing"
3779753,6c0c264f63446dbceb7f9f01856ece5d,8d5707353334db7663e7e9698098bb78,329.0,Oakland,Dual Language Equity ,Teacher-Led,Books,Literacy & Language,"Foreign Languages, Literacy"
3779827,b5659240dc34c5bbb5dd1cc549c1068c,59a59792157834ac1eb79542f511f038,100.0,Oakland,"Breathe In, Breathe Out: What's Really Going Up Your Snout?",Teacher-Led,Technology,Math & Science,Environmental Science
3780348,022543832f53bd6dc9fc656113e6a2fe,59cd6204bbd193d69141e612df56c26b,800.0,Oakland,Oakland Kindergartners Level Up Their Reading,Teacher-Led,Books,Literacy & Language,Literacy
3780551,4477b36f96e3b57f6d706030f5839d89,9477e52f5de437e166fb78386f552c39,25.0,Oakland,"Read, Read, and Write: Building a High School Library",Teacher-Led,Supplies,"Literacy & Language, Applied Learning","Literature & Writing, Other"
3780552,59ce13de9254340f2e8ba9caa7b9d15c,9477e52f5de437e166fb78386f552c39,25.0,Oakland,"Read, Read, and Write: Building a High School Library",Teacher-Led,Supplies,"Literacy & Language, Applied Learning","Literature & Writing, Other"
3780792,e9a7e16021e7de2f65a93fd522347642,59e869a45a62be49fef9e5b2a545d174,25.0,Oakland,Help Our Little Stars Strengthen Fine and Gross Motor Skills,Teacher-Led,Technology,"Applied Learning, Special Needs","Early Development, Special Needs"
3781518,ea978a033339059011891b87a0e3b6de,b915824f58779b45571a27e8a443e15c,20.0,Oakland,Music Touches Souls (#2),Teacher-Led,Supplies,Music & The Arts,Music
3782683,917f408e509539add59a738ccd4ba3ff,5a739000501ce8c03f839f283bfa98e0,220.62,Oakland,Learning How to Read on Tablets!,Teacher-Led,Technology,Literacy & Language,Literacy
3782684,97b5bae33645339091b0fbf3c4a8b9c3,5a739000501ce8c03f839f283bfa98e0,50.0,Oakland,Learning How to Read on Tablets!,Teacher-Led,Technology,Literacy & Language,Literacy
3782686,97b5bae33645339091b0fbf3c4a8b9c3,6bac20a6ddaf8ab85d01998f4166750a,50.0,Oakland,Lodestar's Movers and Shakers,Teacher-Led,Supplies,Literacy & Language,Literature & Writing
3782692,97b5bae33645339091b0fbf3c4a8b9c3,caa9053a67bf38e241ec6c8ac40f6068,60.0,Oakland,Tech in the History Classroom,Teacher-Led,Computers & Tablets,History & Civics,"Civics & Government, History & Geography"
3785583,ee6355fcd02b84c6b869c4eff8d990a8,bb8b1bd6a5a283638e875e194c0dc006,47.56,Oakland,Learning Tools for a Successful Year! ,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literacy, Special Needs"
3785798,0c6a83712b95cb3a3b036fda72776ada,5b46f2683c8300237bfd26c1f9d30adc,5.0,Oakland,Sensory Driven Kinders Need Tools to Stimulate All 5 Senses,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3785825,d1fb676f06315986a672b8163cc12d18,5b46f2683c8300237bfd26c1f9d30adc,5.0,Oakland,Sensory Driven Kinders Need Tools to Stimulate All 5 Senses,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
3786769,16571406446a371c4ff738d3be1410cd,5b83f888d218642ffe78bc26e17d367e,10.0,Oakland,Hard Working Students Need Access to Basic Materials,Teacher-Led,Technology,Math & Science,Mathematics
3787066,3ebbdb4367926d8484a2f3d92362d45f,f88143d1e40d325fc6a0343fdb2f3e0d,155.95,Oakland,Comfy Seating for Counseling Center,Teacher-Led,Flexible Seating,"Applied Learning, Health & Sports","Character Education, Health & Wellness"
3787108,820b960d072f000e58fd9b514f29ffea,7091d9f9b0fae503d502ed726be04f07,100.0,Oakland,We Want To Learn To Read!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
3787109,2dcd87f7b845fc4d8ee127671e8ae63b,7091d9f9b0fae503d502ed726be04f07,60.0,Oakland,We Want To Learn To Read!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
